"jobpost","date","Title","Company","AnnouncementCode","Term","Eligibility","Audience","StartDate","Duration","Location","JobDescription","JobRequirment","RequiredQual","Salary","ApplicationP","OpeningDate","Deadline","Notes","AboutC","Attach","Year","Month","IT"
"Gallaher Kazakhstan LLC, Representative Office in Armenia
TITLE:  Accountant
DURATION:  Long term
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  The incumbent will be responsible for preparing
financial, accounting and statistical reports and will perform clerical
work.
REQUIRED QUALIFICATIONS:
- Higher education;
- Over 3 years of work experience; 
- Excellent knowledge of International and Armenian Accounting
Standards;
- Excellent knowledge of Armenian and Russian languages;
- Knowledge of 1-C Accounting program and basic computer skills (Word
and Excel).
APPLICATION PROCEDURES:  To apply, email your CVs (in Russian or
English) to: armoffice@... or gh.artak@.... For further
information call: (010) 27 62 71.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  03 April 2006
APPLICATION DEADLINE:  15 April 2006
ABOUT COMPANY:  Gallaher Kazakhstan LLC is a tobacco marketing company.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 3, 2006","Accountant","Gallaher Kazakhstan LLC, Representative Office in Armenia","NA","NA","NA","NA","NA","Long term","Yerevan, Armenia","The incumbent will be responsible for preparing
financial, accounting and statistical reports and will perform clerical
work.","NA","- Higher education;
- Over 3 years of work experience; 
- Excellent knowledge of International and Armenian Accounting
Standards;
- Excellent knowledge of Armenian and Russian languages;
- Knowledge of 1-C Accounting program and basic computer skills (Word
and Excel).","NA","To apply, email your CVs (in Russian or
English) to: armoffice@... or gh.artak@.... For further
information call: (010) 27 62 71.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","03 April 2006","15 April 2006","NA","Gallaher Kazakhstan LLC is a tobacco marketing company.","NA","2006","4","FALSE"
"Children of Armenia Fund (COAF)
TITLE:  Financial and Administrative Officer
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  The incumbent will ensure that the internal control
systems (COAF management policies and procedures) are adhered to,
companys assets are safeguarded, fraud and error is prevented and
detected, value to money principal is maintained, accounting records are
accurate and complete, and the financial information is disclosed in a
clear, timely and reliable manner in compliance with the national
legislation and internationally accepted accounting standards.
JOB RESPONSIBILITIES:
- Establish Financial/ Administrative procedures, accounting and control
systems;
- Establish and manage Financial/ Administrative databases and ensure
their timely updates; 
- Coordinate and assist in preparation of the Fund annual budget/
monthly cash flow forecasts;
- Control budget implementation, prepare management reports on actual
spending v. budgeted and analyze variances; 
- Prepare and submit program and budget to the Humanitarian Projects
Coordination Committee of the RA;
- Provide financial information to internal and external users in
compliance with the RA legislation, including taxes and internal
regulations; 
- Prepare contracts with vendors and control procurement procedures;
- Monitor cash and bank transactions. Control and overview cash flow
records, petty cash replenishment requests and ensure availability of
funds on petty cash and bank accounts;
- Safeguard COAFs inventory and set up & manage corresponding
registers;   
- Ensure implementation of the personnel policy of COAF;
- Provide guidance, training and daily supervision to finance/ admin
staff in their respective area of responsibility.
REQUIRED QUALIFICATIONS:
- Higher education in Finance, Management or Law;
- ACCA qualification or MBA degree;
- 8 years of work experience as a Financial/ Administrative Manager;
- 5 years of work experience in international organizations;
- Excellent knowledge of English language;
- Excellent computer skills;
- Knowledge and experience in financial and management information
systems;
- Knowledge of accounting software;
- Sufficient knowledge of the Labor Code and the Civil Code of the RA.
APPLICATION PROCEDURES:  Applicants should email resume to:abalian@.... No phone calls, please.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  03 April 2006
APPLICATION DEADLINE:  06 April 2006, 10:00 a.m.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 3, 2006","Financial and Administrative Officer","Children of Armenia Fund (COAF)","NA","NA","NA","NA","NA","NA","Yerevan, Armenia","The incumbent will ensure that the internal control
systems (COAF management policies and procedures) are adhered to,
companys assets are safeguarded, fraud and error is prevented and
detected, value to money principal is maintained, accounting records are
accurate and complete, and the financial information is disclosed in a
clear, timely and reliable manner in compliance with the national
legislation and internationally accepted accounting standards.","- Establish Financial/ Administrative procedures, accounting and control
systems;
- Establish and manage Financial/ Administrative databases and ensure
their timely updates; 
- Coordinate and assist in preparation of the Fund annual budget/
monthly cash flow forecasts;
- Control budget implementation, prepare management reports on actual
spending v. budgeted and analyze variances; 
- Prepare and submit program and budget to the Humanitarian Projects
Coordination Committee of the RA;
- Provide financial information to internal and external users in
compliance with the RA legislation, including taxes and internal
regulations; 
- Prepare contracts with vendors and control procurement procedures;
- Monitor cash and bank transactions. Control and overview cash flow
records, petty cash replenishment requests and ensure availability of
funds on petty cash and bank accounts;
- Safeguard COAFs inventory and set up & manage corresponding
registers;   
- Ensure implementation of the personnel policy of COAF;
- Provide guidance, training and daily supervision to finance/ admin
staff in their respective area of responsibility.","- Higher education in Finance, Management or Law;
- ACCA qualification or MBA degree;
- 8 years of work experience as a Financial/ Administrative Manager;
- 5 years of work experience in international organizations;
- Excellent knowledge of English language;
- Excellent computer skills;
- Knowledge and experience in financial and management information
systems;
- Knowledge of accounting software;
- Sufficient knowledge of the Labor Code and the Civil Code of the RA.","NA","Applicants should email resume to:abalian@.... No phone calls, please.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","03 April 2006","06 April 2006, 10:00 a.m.","NA","NA","NA","2006","4","FALSE"
"Armenian Branch of ""Medecins Sans Frontieres - Belgium""
TITLE:  Medical Doctor
START DATE/ TIME:  01 May 2006
LOCATION:  Vardenis, Gegharkunik Marz, RA
JOB DESCRIPTION:  N/A
JOB RESPONSIBILITIES:
- Report to the Expat Medical Doctor and Field Coordinator;
- Represent MSF in Gegharkunik Marz according to the objectives of the
project;
- Report to MSF Coordination according to the job description;
- Manage the project pharmacy (e.g. filing by generic names, follow
expiration dates, etc.) and assist Expat Medical Doctor and Field
Coordinator in preparing international medical orders;
- Assist in developing and applying project evaluation tools;
- Support administration and logistics staff in various drug-related
issues;
- Assist in writing various medical materials necessary for the
project;
- Assist Expat Medical Doctor during supervision visits to Rural Health
Ambulatories;
- Liaise with local authorities to identify, control and prevent disease
outbreaks;
- Assist in collecting and maintaining relevant statistics;
- Control stock and patients registration and any other records;
- Replace Expat Medical Doctor during absence/ leave and provide
emergency care when needed;
- Conduct health promotion activities;
- Train health care providers in the Rural Health Ambulatories as
necessary;
- Assist Field Coordinator and Expat Medical Doctor in writing reports;
- Perform other duties as assigned.
REQUIRED QUALIFICATIONS:
- Medical University degree, preferably in Gynaecology or Family
Medicine;
- Corresponding work experience, preferably with international
organizations;
- Strong communication skills and high level of motivation;
- Good computer skills;
- Excellent knowledge of English language;
- Availability to be based in Vardenis during working days;
- Availability to travel frequently within Armenia.
APPLICATION PROCEDURES:  Please, submit applications (CV, Motivation
Letter, 3 Reference Letters and Copy of the Diploma) to: 
Mdecins Sans Frontires-Belgium office 
48 Manushyan Str, Yerevan. 
Tel: 27 62 27. 
E-mail: msfb-yerevan@....
Only short-listed candidates will be contacted for interview.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  04 April 2006
APPLICATION DEADLINE:  17 April 2006
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 4, 2006","Medical Doctor","Armenian Branch of ""Medecins Sans Frontieres - Belgium""","NA","NA","NA","NA","01 May 2006","NA","Vardenis, Gegharkunik Marz, RA","N/A","- Report to the Expat Medical Doctor and Field Coordinator;
- Represent MSF in Gegharkunik Marz according to the objectives of the
project;
- Report to MSF Coordination according to the job description;
- Manage the project pharmacy (e.g. filing by generic names, follow
expiration dates, etc.) and assist Expat Medical Doctor and Field
Coordinator in preparing international medical orders;
- Assist in developing and applying project evaluation tools;
- Support administration and logistics staff in various drug-related
issues;
- Assist in writing various medical materials necessary for the
project;
- Assist Expat Medical Doctor during supervision visits to Rural Health
Ambulatories;
- Liaise with local authorities to identify, control and prevent disease
outbreaks;
- Assist in collecting and maintaining relevant statistics;
- Control stock and patients registration and any other records;
- Replace Expat Medical Doctor during absence/ leave and provide
emergency care when needed;
- Conduct health promotion activities;
- Train health care providers in the Rural Health Ambulatories as
necessary;
- Assist Field Coordinator and Expat Medical Doctor in writing reports;
- Perform other duties as assigned.","- Medical University degree, preferably in Gynaecology or Family
Medicine;
- Corresponding work experience, preferably with international
organizations;
- Strong communication skills and high level of motivation;
- Good computer skills;
- Excellent knowledge of English language;
- Availability to be based in Vardenis during working days;
- Availability to travel frequently within Armenia.","NA","Please, submit applications (CV, Motivation
Letter, 3 Reference Letters and Copy of the Diploma) to: 
Mdecins Sans Frontires-Belgium office 
48 Manushyan Str, Yerevan. 
Tel: 27 62 27. 
E-mail: msfb-yerevan@....
Only short-listed candidates will be contacted for interview.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","04 April 2006","17 April 2006","NA","NA","NA","2006","4","FALSE"
"M-possible
TITLE:  Software Engineer
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  The selected candidate will be involved in all stages
of the development life cycle including planning/ analysis, design/
development and documentation & implementation.
REQUIRED QUALIFICATIONS:
- at least 3-5 years of experience programming in C++; 
- Strong object-oriented design skills;
- Strong analysis and problem solving skills;
- Strong math skills;
- Ability to anticipate and prevent problems;
- Ability to meet schedules;
- Good communication skills;
- Ability to work well individually and as part of a team;
- Experience in Graphic User Interface development;
- Work experience with TCP/ IP and XML APIs.
APPLICATION PROCEDURES:  Please email your resume to:resumearmenia@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  04 April 2006
APPLICATION DEADLINE:  03 May 2006
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 4, 2006","Software Engineer","M-possible","NA","NA","NA","NA","NA","NA","Yerevan, Armenia","The selected candidate will be involved in all stages
of the development life cycle including planning/ analysis, design/
development and documentation & implementation.","NA","- at least 3-5 years of experience programming in C++; 
- Strong object-oriented design skills;
- Strong analysis and problem solving skills;
- Strong math skills;
- Ability to anticipate and prevent problems;
- Ability to meet schedules;
- Good communication skills;
- Ability to work well individually and as part of a team;
- Experience in Graphic User Interface development;
- Work experience with TCP/ IP and XML APIs.","NA","Please email your resume to:resumearmenia@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","04 April 2006","03 May 2006","NA","NA","NA","2006","4","TRUE"
"Erkir Nairi Travel Company
TITLE:  Air Ticket Cashier
TERM:  Full time
START DATE/ TIME:  ASAP
DURATION:  Long term,  with two months probation period.
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  The incumbent will provide air ticket reservation and
ticketing.
JOB RESPONSIBILITIES:
- Provide air ticket reservation and ticketing;
- Answer telephone calls;
- Perform other duties as required.
REQUIRED QUALIFICATIONS:
- Higher education;
- Two years of work experiance with AMADEUS, GABRIEL GDS systems;
- Fluency in Armenian and Russian languages. Knowledge of English
language is preferred;
- Good computer skills;
- Good communication skills;
- Self-motivated personality.
APPLICATION PROCEDURES:  Please email detailed CV and verifiable
references to: info@... or call: (+374 10) 58 23 39, 58 61 18.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  03 April 2006
APPLICATION DEADLINE:  20 April 2006
ABOUT COMPANY:  Erkir Nairi is a Travel Company.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 3, 2006","Air Ticket Cashier","Erkir Nairi Travel Company","NA","Full time","NA","NA","ASAP","Long term,  with two months probation period.","Yerevan, Armenia","The incumbent will provide air ticket reservation and
ticketing.","- Provide air ticket reservation and ticketing;
- Answer telephone calls;
- Perform other duties as required.","- Higher education;
- Two years of work experiance with AMADEUS, GABRIEL GDS systems;
- Fluency in Armenian and Russian languages. Knowledge of English
language is preferred;
- Good computer skills;
- Good communication skills;
- Self-motivated personality.","NA","Please email detailed CV and verifiable
references to: info@... or call: (+374 10) 58 23 39, 58 61 18.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","03 April 2006","20 April 2006","NA","Erkir Nairi is a Travel Company.","NA","2006","4","FALSE"
"A Mining Organization
TITLE:  Senior Executive - Labor
OPEN TO/ ELIGIBILITY CRITERIA:  A senior ex-officer of the Ministry of
Ministry of Labor or Social Security or any concerned Government
Agency/Institution maintaining very good relations with the related
Government Departments and officers will be an ideal candidate for this
position.
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  Ensure that the Company complies with all statutory
requirements under RA Law, advise on any legal cases and advise the
Management on Labour issues.
REQUIRED QUALIFICATIONS:
- Good knowledge of RA laws, rules & regulations applicable to Labor
Relations and other related activities;
- Experience of implementing & complying with the RA laws, rules &
regulations applicable to Labor Relations and other related activities;
- Good knowledge of spoken and written English language.
REMUNERATION/ SALARY:  The position carries compensation and other
benefits commensurate with the best Industry norms.
APPLICATION PROCEDURES:  All interested persons should apply/e-mail
their applications in confidence to resume@... by mentioning
""Senior Executive - Labor"" in the subject line of their e-mail or bring
hard copies to Career Center office at: Komitas 56 (9:00 - 18:00, Monday
- Friday).
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  04 April 2006
APPLICATION DEADLINE:  20 April 2006
ABOUT COMPANY:  This organization is involved in a mining Industry.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 4, 2006","Senior Executive - Labor","A Mining Organization","NA","NA","A senior ex-officer of the Ministry of
Ministry of Labor or Social Security or any concerned Government
Agency/Institution maintaining very good relations with the related
Government Departments and officers will be an ideal candidate for this
position.","NA","NA","NA","Yerevan, Armenia","Ensure that the Company complies with all statutory
requirements under RA Law, advise on any legal cases and advise the
Management on Labour issues.","NA","- Good knowledge of RA laws, rules & regulations applicable to Labor
Relations and other related activities;
- Experience of implementing & complying with the RA laws, rules &
regulations applicable to Labor Relations and other related activities;
- Good knowledge of spoken and written English language.","The position carries compensation and other
benefits commensurate with the best Industry norms.","All interested persons should apply/e-mail
their applications in confidence to resume@... by mentioning
""Senior Executive - Labor"" in the subject line of their e-mail or bring
hard copies to Career Center office at: Komitas 56 (9:00 - 18:00, Monday
- Friday).
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","04 April 2006","20 April 2006","NA","This organization is involved in a mining Industry.","NA","2006","4","FALSE"
"Central European University's (CEU) Business School - Budapest, Hungary
TITLE:  An American MBA in the European Union
LOCATION:  Yerevan, Armenia
DETAIL DESCRIPTION:  The one-year full-time MBA Program commences each
year in September, bringing together students from more than 20
countries for an intensive 11 month management education program. The
general management has a particular focus on the realities of
transforming economies. The curriculum includes a real-world consulting
project, as well as the possibility to spend an exchange semester
abroad.
For detailed information about the MBA Program and Brochure, please seehttp://www.ceubusiness.com/gdp-full-time-mba.php.
EDUCATIONAL LEVEL:  Postgraduate
REQUIREMENTS:
- University degree;
- 2 years of work experience.
APPLICATION PROCEDURES:  To apply to the CEU Business School's MBA
program, please fill out a free on-line application form at:http://www.ceubusiness.com/applyonline-mba.php. 
For detailed information about the Admissions Process, please see:http://www.ceubusiness.com/mba-admissions.php.
Please clearly mention in your application letter that you learned of
this education opportunity through Career Center and mention the URL of
its website - www.careercenter.am, Thanks.
OPENING DATE:  05 April 2006
APPLICATION DEADLINE:  22 May 2006
ABOUT:  CEU Business School, a landmark institution in the region since
its inception in 1988 by a group of visionary leaders including George
Soros, has offered superb management education to outstanding men and
women from all over the world, but with a special focus on participants
from Central-Eastern Europe. CEU Business School was the first
educational institution in Central-Eastern Europe to offer graduate
business education leading to an American MBA. Since the beginning, the
School has played, and continues to play a pivotal role in linking
global management theories with the realities and challenges of the
regions transforming economies.
There is an active Career Services office which works with students on
an individual basis to help gain employment after graduation, utilizing
our vast corporate, alumni and professional network in Europe. Our over
1,200 alumni internationally provide support and advice to students
about the job market and recruitment possibilities, and Resume Books are
sent to over 550 companies and recruitment agencies in the region and
beyond. 
The success of our graduates is the success of their jobs after
graduation, so the CEU Business School places special attention to
recruitment needs of students. For more statistics on placement and the
Career Services Office, please visithttp://www.ceubusiness.com/career-services.php.
ADDITIONAL NOTES:  On 2nd of May, at 19:00 a presentation held by the
CEU Business School will take place at the Marriott Yerevan Hotel. The
presentation will last two (2) hours.
For questions about this presentation, please feel free to contact Nora
Egger (Senior Manager of Graduate Programs) at: EggerN@...
or Nane Abrahamyan at: nane@....
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 4, 2006","An American MBA in the European Union","Central European University's (CEU) Business School - Budapest, Hungary","NA","NA","NA","NA","NA","NA","Yerevan, Armenia
DETAIL DESCRIPTION:  The one-year full-time MBA Program commences each
year in September, bringing together students from more than 20
countries for an intensive 11 month management education program. The
general management has a particular focus on the realities of
transforming economies. The curriculum includes a real-world consulting
project, as well as the possibility to spend an exchange semester
abroad.
For detailed information about the MBA Program and Brochure, please seehttp://www.ceubusiness.com/gdp-full-time-mba.php.
EDUCATIONAL LEVEL:  Postgraduate
REQUIREMENTS:
- University degree;
- 2 years of work experience.","NA","NA","NA","NA","To apply to the CEU Business School's MBA
program, please fill out a free on-line application form at:http://www.ceubusiness.com/applyonline-mba.php. 
For detailed information about the Admissions Process, please see:http://www.ceubusiness.com/mba-admissions.php.
Please clearly mention in your application letter that you learned of
this education opportunity through Career Center and mention the URL of
its website - www.careercenter.am, Thanks.","05 April 2006","22 May 2006
ABOUT:  CEU Business School, a landmark institution in the region since
its inception in 1988 by a group of visionary leaders including George
Soros, has offered superb management education to outstanding men and
women from all over the world, but with a special focus on participants
from Central-Eastern Europe. CEU Business School was the first
educational institution in Central-Eastern Europe to offer graduate
business education leading to an American MBA. Since the beginning, the
School has played, and continues to play a pivotal role in linking
global management theories with the realities and challenges of the
regions transforming economies.
There is an active Career Services office which works with students on
an individual basis to help gain employment after graduation, utilizing
our vast corporate, alumni and professional network in Europe. Our over
1,200 alumni internationally provide support and advice to students
about the job market and recruitment possibilities, and Resume Books are
sent to over 550 companies and recruitment agencies in the region and
beyond. 
The success of our graduates is the success of their jobs after
graduation, so the CEU Business School places special attention to
recruitment needs of students. For more statistics on placement and the
Career Services Office, please visithttp://www.ceubusiness.com/career-services.php.","On 2nd of May, at 19:00 a presentation held by the
CEU Business School will take place at the Marriott Yerevan Hotel. The
presentation will last two (2) hours.
For questions about this presentation, please feel free to contact Nora
Egger (Senior Manager of Graduate Programs) at: EggerN@...
or Nane Abrahamyan at: nane@....","NA","NA","2006","4","FALSE"
"CQGI
TITLE:  Technical Writer
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  The primary objective of the Technical Writer position
is to design, gather content, author and maintain all of the necessary
documents to support software products.
JOB RESPONSIBILITIES:
- Maintain and create help, release notes and handover documents;
- Collaborate with engineers and product managers and also study
functional specifications to understand the technologies, features and
boundaries of the products; 
- Conform to established quality and style standards; 
- Rewrite or update existing product documentation to reflect changes or
enhancements to products; 
- Develop documentation plans and set milestones for assigned projects;
- Help define and improve the process for technical writing including
creating templates and reusable processes for developing and maintaining
scalable documentation.
REQUIRED QUALIFICATIONS:
- Bachelors degree in a technical field;
- Excellent knowledge of English language;
- Work experience in a relevant field is a plus.
APPLICATION PROCEDURES:  Interested candidates should email resumes to:yer_job@..., or call: 26 56 04. Please clearly mention the position
you are applying for.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  05 April 2006
APPLICATION DEADLINE:  01 May 2006
ABOUT COMPANY:  CQG is a private held US software development company.
For additional information about our company, please visit our website:
www.cqg.com.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 4, 2006","Technical Writer","CQGI","NA","NA","NA","NA","NA","NA","Yerevan, Armenia","The primary objective of the Technical Writer position
is to design, gather content, author and maintain all of the necessary
documents to support software products.","- Maintain and create help, release notes and handover documents;
- Collaborate with engineers and product managers and also study
functional specifications to understand the technologies, features and
boundaries of the products; 
- Conform to established quality and style standards; 
- Rewrite or update existing product documentation to reflect changes or
enhancements to products; 
- Develop documentation plans and set milestones for assigned projects;
- Help define and improve the process for technical writing including
creating templates and reusable processes for developing and maintaining
scalable documentation.","- Bachelors degree in a technical field;
- Excellent knowledge of English language;
- Work experience in a relevant field is a plus.","NA","Interested candidates should email resumes to:yer_job@..., or call: 26 56 04. Please clearly mention the position
you are applying for.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","05 April 2006","01 May 2006","NA","CQG is a private held US software development company.
For additional information about our company, please visit our website:
www.cqg.com.","NA","2006","4","FALSE"
"Cascade Bank CJSC
TITLE:  Customer Services Clerk
ANNOUNCEMENT CODE:  CB0602
DURATION:  Permanent, with 3 months probation period.
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  Under general supervision of Manager Customer
Services, the incumbent will be responsible for providing the highest
level of customer satisfaction and support through delivering wide array
of products coupled with quality and exceptional customer service.
JOB RESPONSIBILITIES:  General job responsibilities include but are not
limited to: 
- Open, maintain and close accounts;
- Provide customers with account statements and other relevant
information; 
- Process interbank and customer transactions.
REQUIRED QUALIFICATIONS:
- University degree;
- At least one year of customer service experience;
- Good communication and interpersonal skills;
- Good command of English, Russian and Armenian languages;
- Computer literacy (MS Office);
- Knowledge of Armsoft Bank Software is a plus.
APPLICATION PROCEDURES:  Please email a cover letter and a CV (in
English) to: hr@... or deliver it to Cascade Bank
CJSC at: 6 Deghatan Str. Please clearly indicate ""Customer Service Clerk""
in the subject line of your e-mail. Only short-listed candidates will be
contacted.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  05 April 2006
APPLICATION DEADLINE:  11 April 2006
ABOUT COMPANY:  Cascade Bank is an affiliate of Cascade Capital Holdings
CJSC, a company established by Cafesjian Family Foundation to foster the
development of an integrated financial services group in Armenia.
Cascade Capital Holdings CJSC is an equal opportunity employer.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 5, 2006","Customer Services Clerk","Cascade Bank CJSC","CB0602","NA","NA","NA","NA","Permanent, with 3 months probation period.","Yerevan, Armenia","Under general supervision of Manager Customer
Services, the incumbent will be responsible for providing the highest
level of customer satisfaction and support through delivering wide array
of products coupled with quality and exceptional customer service.","General job responsibilities include but are not
limited to: 
- Open, maintain and close accounts;
- Provide customers with account statements and other relevant
information; 
- Process interbank and customer transactions.","- University degree;
- At least one year of customer service experience;
- Good communication and interpersonal skills;
- Good command of English, Russian and Armenian languages;
- Computer literacy (MS Office);
- Knowledge of Armsoft Bank Software is a plus.","NA","Please email a cover letter and a CV (in
English) to: hr@... or deliver it to Cascade Bank
CJSC at: 6 Deghatan Str. Please clearly indicate ""Customer Service Clerk""
in the subject line of your e-mail. Only short-listed candidates will be
contacted.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","05 April 2006","11 April 2006","NA","Cascade Bank is an affiliate of Cascade Capital Holdings
CJSC, a company established by Cafesjian Family Foundation to foster the
development of an integrated financial services group in Armenia.
Cascade Capital Holdings CJSC is an equal opportunity employer.","NA","2006","4","FALSE"
"Mars Inc.
TITLE:  Marketing Coordinator
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  The incumbent will maximize high quality
implementation of specific BTL, Trade Marketing, OOH & Media sponsorship
activities and support Mars products performance (Confectionery, Pet care
and sugar - Mainly confectionery), via strict control over implementation
processes and effective co-operation with the partner agencies, suppliers
and available company recourses to contribute to high quality field work.
JOB RESPONSIBILITIES:
- Control the quality of BTL and trade marketing activities, Outdoor and
Media sponsorship projects execution during implementation process;
- Work together with CIS Marketing Manager and BTL executive in Caucasus
to ensure accurate and effective implementation of the agreed projects;
- Actively seek and identify the most efficient production houses for
POS and other supporting material production; 
- Manage cost effective development and timely distribution of selling
tools (POS materials, sales aids and sales briefs, etc.) for the
assigned categories;
- Maintain active communication with CIS Marketing Manager, BTL
executive in Caucasus, Area Sales Manager and partner agencies in order
to identify problems occurring during projects implementation process;
- Make regular reports to BTL Executive in Caucasus and Area Sales
Manager; 
- Maintain direct regular contacts with BTL Executive in Caucasus and
Local Sales Department;
- Maintain direct regular contacts with executives in partner agencies/
production houses.
REQUIRED QUALIFICATIONS:
- Certificate of higher education;
- Experience in marketing related activities is a plus;
- Availability of a driving license;
- Be detail oriented and identify problems on time;
- Strong organizational skills;
- Strong negotiation skills;
- Strong communication skills;
- Computer skills (Word and Excel);
- Good knowledge of both written and oral English and Russian languages.
REMUNERATION/ SALARY:  $250 USD (per month).
APPLICATION PROCEDURES:  If you meet the above-listed requirements and
are confident that your background qualifies for the position, please
email your comprehensive resume to:arsenh@... for the attention of Arsen Hovhannisyan.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  04 April 2006
APPLICATION DEADLINE:  15 April 2006
ABOUT COMPANY:  MARS Inc. (EFFEM Inc.) is a multinational company
producing confectionery and pet food.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Apr 5, 2006","Marketing Coordinator","Mars Inc.","NA","NA","NA","NA","NA","NA","Yerevan, Armenia","The incumbent will maximize high quality
implementation of specific BTL, Trade Marketing, OOH & Media sponsorship
activities and support Mars products performance (Confectionery, Pet care
and sugar - Mainly confectionery), via strict control over implementation
processes and effective co-operation with the partner agencies, suppliers
and available company recourses to contribute to high quality field work.","- Control the quality of BTL and trade marketing activities, Outdoor and
Media sponsorship projects execution during implementation process;
- Work together with CIS Marketing Manager and BTL executive in Caucasus
to ensure accurate and effective implementation of the agreed projects;
- Actively seek and identify the most efficient production houses for
POS and other supporting material production; 
- Manage cost effective development and timely distribution of selling
tools (POS materials, sales aids and sales briefs, etc.) for the
assigned categories;
- Maintain active communication with CIS Marketing Manager, BTL
executive in Caucasus, Area Sales Manager and partner agencies in order
to identify problems occurring during projects implementation process;
- Make regular reports to BTL Executive in Caucasus and Area Sales
Manager; 
- Maintain direct regular contacts with BTL Executive in Caucasus and
Local Sales Department;
- Maintain direct regular contacts with executives in partner agencies/
production houses.","- Certificate of higher education;
- Experience in marketing related activities is a plus;
- Availability of a driving license;
- Be detail oriented and identify problems on time;
- Strong organizational skills;
- Strong negotiation skills;
- Strong communication skills;
- Computer skills (Word and Excel);
- Good knowledge of both written and oral English and Russian languages.","$250 USD (per month).","If you meet the above-listed requirements and
are confident that your background qualifies for the position, please
email your comprehensive resume to:arsenh@... for the attention of Arsen Hovhannisyan.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","04 April 2006","15 April 2006","NA","MARS Inc. (EFFEM Inc.) is a multinational company
producing confectionery and pet food.","NA","2006","4","FALSE"
