"jobpost","date","Title","Company","AnnouncementCode","Term","Eligibility","Audience","StartDate","Duration","Location","JobDescription","JobRequirment","RequiredQual","Salary","ApplicationP","OpeningDate","Deadline","Notes","AboutC","Attach","Year","Month","IT"
"KRE Consulting, LLC
TITLE:  VB.Net/C#/SQL Server Programmer
OPEN TO/ ELIGIBILITY CRITERIA:  Citizens of Armenia
START DATE/ TIME:  November 2005
DURATION:  6 months
LOCATION:  Los Angeles, USA
JOB DESCRIPTION:  We are Seeking a confident Programmer who can show a
proven track record implementing Microsoft.NET based solutions.
REQUIRED QUALIFICATIONS:
- At least 4 years of software development expertise;
- Good knowledge of reading, writing and speaking English language;
- Any project management experiences will be a great plus;
- Capable of analyzing current processes and designing an automated
function to benefit the entire organization. Once the design is
complete, a successful candidate must have the experience to code and
implement the solution;
- .NET architecture expertise;
- VB.NET/ C# as well as XML represent the key technical qualifications
for this job;
- SQL Server (or other advanced RDBMS) experience;
- At least an Associate degree in a related discipline is desired. Any
certifications a plus (although not required);
- Software testing background is helpful;
- Excellent problem solving and communication skills are as important as
professional qualifications.
REMUNERATION/ SALARY:  TBD
APPLICATION PROCEDURES:  Please, e-mail CVs to:Herag.Haleblian@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  10 October 2005
APPLICATION DEADLINE:  ASAP
ABOUT COMPANY:  KRE Consulting, LLC is a consulting company based in Los
Angeles, US.
ADDITIONAL NOTES:  This is not an entry level position, so only
candidates who can show the past experience in a similar technical
environment will be considered.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 11, 2005","VB.Net/C#/SQL Server Programmer","KRE Consulting, LLC","NA","NA","Citizens of Armenia","NA","November 2005","6 months","Los Angeles, USA","We are Seeking a confident Programmer who can show a
proven track record implementing Microsoft.NET based solutions.","NA","- At least 4 years of software development expertise;
- Good knowledge of reading, writing and speaking English language;
- Any project management experiences will be a great plus;
- Capable of analyzing current processes and designing an automated
function to benefit the entire organization. Once the design is
complete, a successful candidate must have the experience to code and
implement the solution;
- .NET architecture expertise;
- VB.NET/ C# as well as XML represent the key technical qualifications
for this job;
- SQL Server (or other advanced RDBMS) experience;
- At least an Associate degree in a related discipline is desired. Any
certifications a plus (although not required);
- Software testing background is helpful;
- Excellent problem solving and communication skills are as important as
professional qualifications.","TBD","Please, e-mail CVs to:Herag.Haleblian@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","10 October 2005","ASAP","This is not an entry level position, so only
candidates who can show the past experience in a similar technical
environment will be considered.","KRE Consulting, LLC is a consulting company based in Los
Angeles, US.","NA","2005","10","TRUE"
"Smart Shoppinguide CJSC
TITLE:  Negotiator
START DATE/ TIME:  Begining of November 2005
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  The incumbent will negociate discounts for local
companies or organisations of all fields. The jobholder will work in
Yerevan with possibility to travel abroad.
JOB RESPONSIBILITIES:  Search, select, contact, negotiate and follow up
the agreements with contacted companies and service providers signed as
partners.
REQUIRED QUALIFICATIONS:
- Perfect knowledge of spoken English or French languages;
- Great communication and negotiation skills;
- University degree;
- Good, dynamic and ambitious personality with desire to learn new
technics of negotiation and advancement within a company.
REMUNERATION/ SALARY:  Excellent
APPLICATION PROCEDURES:  Please call for a prior selection: 275329 or
(374 93) 346189 from 10 a.m. to 5p.m. from Monday to Friday.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  11 October 2005
APPLICATION DEADLINE:  21 October 2005
ABOUT COMPANY:  Smart Shoppinguide CJSC is specialised in internal
communication and marketing.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 12, 2005","Negotiator","Smart Shoppinguide CJSC","NA","NA","NA","NA","Begining of November 2005","NA","Yerevan, Armenia","The incumbent will negociate discounts for local
companies or organisations of all fields. The jobholder will work in
Yerevan with possibility to travel abroad.","Search, select, contact, negotiate and follow up
the agreements with contacted companies and service providers signed as
partners.","- Perfect knowledge of spoken English or French languages;
- Great communication and negotiation skills;
- University degree;
- Good, dynamic and ambitious personality with desire to learn new
technics of negotiation and advancement within a company.","Excellent","Please call for a prior selection: 275329 or
(374 93) 346189 from 10 a.m. to 5p.m. from Monday to Friday.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","11 October 2005","21 October 2005","NA","Smart Shoppinguide CJSC is specialised in internal
communication and marketing.","NA","2005","10","FALSE"
"French Armenian Development Foundation (FADF)
TITLE:  Small and Medium Business Programs Developer
TERM:  Full time
OPEN TO/ ELIGIBILITY CRITERIA:  Citizens of Armenia
START DATE/ TIME:  November 2005
DURATION:  1 year
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  Within the framework of ""Reintegration of Armenian
families having illegal status in France and returning to Armenia""
program wee are looking for qualified persons with wide practical
experience for developing and implementing small and medium business
programs.
JOB RESPONSIBILITIES:
- Undertake functions under the instructions of the Program-in-chief in
France, as well as FADF Director of projects;
- Closely and productively cooperate with other staff members of FADF;
- Study the possibilites of creating micro enterprises;
- Assist program beneficiaries in developing and initiating small
business programs;
- Follow the implementation of small business programs;
- Due to the preliminary made sample to prepare personal data of each
beneficiary connected with the business plan;
- If necessary, participate in other field activites anticipated by the
program;
- Prepare current and final reports of the activities undertaken.
REQUIRED QUALIFICATIONS:
- Corresponding University degree;
- Work experience in programs of the same kind;
- Technical knowledge of developing small business   programs;
- Ability to develop complicate and voluminous data;
- Flexibility in undertaking various functions;
- Ability to work in stressful situations;
- Knowledge of Armenian, Russian and English languages is an asset.
Knowledge of French is desirable.
APPLICATION PROCEDURES:  Please, send your CVs to: frenchfund@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  12 October 2005
APPLICATION DEADLINE:  20 October 2005
ABOUT COMPANY:  French Armenian Development Foundation is a
non-commercial organization. The foundation pursues social, charitable,
cultural, educational and healthcare stable development and public use
programs. The foundation address: Khandjian 13/3, Yerevan, Armenia.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 12, 2005","Small and Medium Business Programs Developer","French Armenian Development Foundation (FADF)","NA","Full time","Citizens of Armenia","NA","November 2005","1 year","Yerevan, Armenia","Within the framework of ""Reintegration of Armenian
families having illegal status in France and returning to Armenia""
program wee are looking for qualified persons with wide practical
experience for developing and implementing small and medium business
programs.","- Undertake functions under the instructions of the Program-in-chief in
France, as well as FADF Director of projects;
- Closely and productively cooperate with other staff members of FADF;
- Study the possibilites of creating micro enterprises;
- Assist program beneficiaries in developing and initiating small
business programs;
- Follow the implementation of small business programs;
- Due to the preliminary made sample to prepare personal data of each
beneficiary connected with the business plan;
- If necessary, participate in other field activites anticipated by the
program;
- Prepare current and final reports of the activities undertaken.","- Corresponding University degree;
- Work experience in programs of the same kind;
- Technical knowledge of developing small business   programs;
- Ability to develop complicate and voluminous data;
- Flexibility in undertaking various functions;
- Ability to work in stressful situations;
- Knowledge of Armenian, Russian and English languages is an asset.
Knowledge of French is desirable.","NA","Please, send your CVs to: frenchfund@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","12 October 2005","20 October 2005","NA","French Armenian Development Foundation is a
non-commercial organization. The foundation pursues social, charitable,
cultural, educational and healthcare stable development and public use
programs. The foundation address: Khandjian 13/3, Yerevan, Armenia.","NA","2005","10","TRUE"
"""Karapetyanner"" Scientific-Production Experimental (KSPE) LLC
TITLE:  Software Developer
TERM:  Full-time
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  We are looking for a motivated, experienced,
initiative Software Developer.
REQUIRED QUALIFICATIONS:
- Good knowledge of C#, XML, HTML, DHTML, Javascript, SQL and
webservices;
- Up to 2 years working in the same environment;
- Working knowledge of Server-Client type products with using
Broadcasting, Message Queuing and other modern technologies;
- Cute and responsible personality in the work with team;
- Strong knowledge and experience in .NET technology and good knowledge
of Delphi.
APPLICATION PROCEDURES:  To apply, please send your CV, references of
former works to: karapetyanner@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  12 October 2005
APPLICATION DEADLINE:  11 November 2005
ABOUT COMPANY:  ""Karapetyanner"" Scientific-Production Experimental
(KSPE) LLC is a software development company.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 12, 2005","Software Developer","""Karapetyanner"" Scientific-Production Experimental (KSPE) LLC","NA","Full-time","NA","NA","NA","NA","Yerevan, Armenia","We are looking for a motivated, experienced,
initiative Software Developer.","NA","- Good knowledge of C#, XML, HTML, DHTML, Javascript, SQL and
webservices;
- Up to 2 years working in the same environment;
- Working knowledge of Server-Client type products with using
Broadcasting, Message Queuing and other modern technologies;
- Cute and responsible personality in the work with team;
- Strong knowledge and experience in .NET technology and good knowledge
of Delphi.","NA","To apply, please send your CV, references of
former works to: karapetyanner@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","12 October 2005","11 November 2005","NA","""Karapetyanner"" Scientific-Production Experimental
(KSPE) LLC is a software development company.","NA","2005","10","TRUE"
"Archesh LLC
TITLE:  Web Designer
TERM:  Full-time
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  We are looking for a motivated, experienced,
initiative Web Designer.
REQUIRED QUALIFICATIONS:
- Work experience of up to 2 years in the same environment;
- Excellent knowledge of Macromedia Flesh, Adobe Photoshop;
- Cute and responsible personality.
APPLICATION PROCEDURES:  To apply, please send your CV, references of
former works to: vahagn_kg@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  12 October 2005
APPLICATION DEADLINE:  11 November 2005
ABOUT COMPANY:  Archesh LLC is a web design company.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 12, 2005","Web Designer","Archesh LLC","NA","Full-time","NA","NA","NA","NA","Yerevan, Armenia","We are looking for a motivated, experienced,
initiative Web Designer.","NA","- Work experience of up to 2 years in the same environment;
- Excellent knowledge of Macromedia Flesh, Adobe Photoshop;
- Cute and responsible personality.","NA","To apply, please send your CV, references of
former works to: vahagn_kg@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","12 October 2005","11 November 2005","NA","Archesh LLC is a web design company.","NA","2005","10","FALSE"
"French Armenian Development Foundation (FADF)
TITLE:  Small and Medium Business Programs Developer
TERM:  Full time
OPEN TO/ ELIGIBILITY CRITERIA:  Citizens of Armenia
START DATE/ TIME:  November 2005
DURATION:  1 year
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  We are looking for qualified persons with wide
practical experience for developing and implementing small and medium
business programs.
JOB RESPONSIBILITIES:
- Undertake functions under the instructions of the Program-in-chief in
France, as well as FADF Director of projects;
- Closely and productively cooperate with other staff members of FADF;
- Study the possibilites of creating micro enterprises;
- Assist program beneficiaries in developing and initiating small
business programs;
- Follow the implementation of small business programs;
- Due to the preliminary made sample to prepare personal data of each
beneficiary connected with the business plan;
- If necessary, participate in other field activites anticipated by the
program;
- Prepare current and final reports of the activities undertaken.
REQUIRED QUALIFICATIONS:
- Corresponding University degree;
- Work experience in programs of the same kind;
- Technical knowledge of developing small business   programs;
- Ability to develop complicate and voluminous data;
- Flexibility in undertaking various functions;
- Ability to work in stressful situations;
- Fluent in French or English languages.
APPLICATION PROCEDURES:  Please, send your CVs to: frenchfund@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  12 October 2005
APPLICATION DEADLINE:  20 October 2005
ABOUT COMPANY:  French Armenian Development Foundation is a
non-commercial organization. The foundation pursues social, charitable,
cultural, educational and healthcare stable development and public use
programs. The foundation address: Khandjian 13/3, Yerevan, Armenia.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 13, 2005","Small and Medium Business Programs Developer","French Armenian Development Foundation (FADF)","NA","Full time","Citizens of Armenia","NA","November 2005","1 year","Yerevan, Armenia","We are looking for qualified persons with wide
practical experience for developing and implementing small and medium
business programs.","- Undertake functions under the instructions of the Program-in-chief in
France, as well as FADF Director of projects;
- Closely and productively cooperate with other staff members of FADF;
- Study the possibilites of creating micro enterprises;
- Assist program beneficiaries in developing and initiating small
business programs;
- Follow the implementation of small business programs;
- Due to the preliminary made sample to prepare personal data of each
beneficiary connected with the business plan;
- If necessary, participate in other field activites anticipated by the
program;
- Prepare current and final reports of the activities undertaken.","- Corresponding University degree;
- Work experience in programs of the same kind;
- Technical knowledge of developing small business   programs;
- Ability to develop complicate and voluminous data;
- Flexibility in undertaking various functions;
- Ability to work in stressful situations;
- Fluent in French or English languages.","NA","Please, send your CVs to: frenchfund@....
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","12 October 2005","20 October 2005","NA","French Armenian Development Foundation is a
non-commercial organization. The foundation pursues social, charitable,
cultural, educational and healthcare stable development and public use
programs. The foundation address: Khandjian 13/3, Yerevan, Armenia.","NA","2005","10","TRUE"
"Caucasus Media Institute
TITLE:  Resource Center Intern
TERM:  Part time
OPEN TO/ ELIGIBILITY CRITERIA:  Students and other interested
individuals.
START DATE/ TIME:  ASAP
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  The CMI Resource center Intern combines administrative
experience with working in the CMI library and databases.
JOB RESPONSIBILITIES:  Resource center interns learn to work with
newspaper archives, operate electronic catalogues, receive library
visitors, update electronic databases and engage in other activities as
required. Administrative tasks shall include written translation, oral
interpretation, taking minutes, handling surface mail etc.
REQUIRED QUALIFICATIONS:
- Basic knowledge of English language;
- Preferably students of any higher educational institution.
APPLICATION PROCEDURES:  Please, send your CVs to:vahagn@....
Please clearly mention in your application letter that you learned of
this internship opportunity through Career Center and mention the URL of
its website - www.careercenter.am, Thanks.
OPENING DATE:  13 October 2005
APPLICATION DEADLINE:  12 November 2005
ABOUT COMPANY:  The Yerevan-based Caucasus Media Institute (CMI)
promotes comprehensive access to information through the news media and
a pluralistic discourse in the societies of the South Caucasus. CMI is
an educational institution for journalists and holds regular workshops,
roundtables and conferences, conducts research, and prepares
publications on acute transition issues. The CMI has a resource center
for journalists and civil society actors that includes computer
databases and a modern library in three languages.
ADDITIONAL NOTES:  For more information please contact CMI at: 54 06 31,
54 06 32.
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 13, 2005","Resource Center Intern","Caucasus Media Institute","NA","Part time","Students and other interested
individuals.","NA","ASAP","NA","Yerevan, Armenia","The CMI Resource center Intern combines administrative
experience with working in the CMI library and databases.","Resource center interns learn to work with
newspaper archives, operate electronic catalogues, receive library
visitors, update electronic databases and engage in other activities as
required. Administrative tasks shall include written translation, oral
interpretation, taking minutes, handling surface mail etc.","- Basic knowledge of English language;
- Preferably students of any higher educational institution.","NA","Please, send your CVs to:vahagn@....
Please clearly mention in your application letter that you learned of
this internship opportunity through Career Center and mention the URL of
its website - www.careercenter.am, Thanks.","13 October 2005","12 November 2005","For more information please contact CMI at: 54 06 31,
54 06 32.","The Yerevan-based Caucasus Media Institute (CMI)
promotes comprehensive access to information through the news media and
a pluralistic discourse in the societies of the South Caucasus. CMI is
an educational institution for journalists and holds regular workshops,
roundtables and conferences, conducts research, and prepares
publications on acute transition issues. The CMI has a resource center
for journalists and civil society actors that includes computer
databases and a modern library in three languages.","NA","2005","10","FALSE"
"Hotel ""Kecharis""
TITLE:  Chief Accountant
TERM:  Full time
OPEN TO/ ELIGIBILITY CRITERIA:  All qualified candidates
START DATE/ TIME:  Immediately
DURATION:  Long-term
LOCATION:  Tsakhkadzor,  Armenia
JOB DESCRIPTION:  We are seeking a chief accountant for ""Kecharis"" hotel
in Tsakhkadzor, on Orbeli street.
JOB RESPONSIBILITIES:
- Supervise and control account departments;
- Prepare reports (monthly, quarterly and annual) in compliance with the
local laws and submit them for the tax authorities;
- Check and submit all financial documentation, including incoming and
outgoing payments for the authorization;
- Process financial transactions; 
- Perform other related duties as assigned.
REQUIRED QUALIFICATIONS:
- Excellent knowledge of local accounting standards;
- Ability to draft information as well as financial memorandums;
- Ability to work at a fast paced environment;
- Ability to quickly grasp issues and task requirements and show
initiative; 
- Extensive computer skills, MS Office, and ability to work with
accounting software.
APPLICATION PROCEDURES:  Please send your CV and cover letter to: s_tigranyan@... or call: (374 91) 219296, 413411 (for special
messages only).
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  12 October 2005
APPLICATION DEADLINE:  25 October 2005
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 13, 2005","Chief Accountant","Hotel ""Kecharis""","NA","Full time","All qualified candidates","NA","Immediately","Long-term","Tsakhkadzor,  Armenia","We are seeking a chief accountant for ""Kecharis"" hotel
in Tsakhkadzor, on Orbeli street.","- Supervise and control account departments;
- Prepare reports (monthly, quarterly and annual) in compliance with the
local laws and submit them for the tax authorities;
- Check and submit all financial documentation, including incoming and
outgoing payments for the authorization;
- Process financial transactions; 
- Perform other related duties as assigned.","- Excellent knowledge of local accounting standards;
- Ability to draft information as well as financial memorandums;
- Ability to work at a fast paced environment;
- Ability to quickly grasp issues and task requirements and show
initiative; 
- Extensive computer skills, MS Office, and ability to work with
accounting software.","NA","Please send your CV and cover letter to: s_tigranyan@... or call: (374 91) 219296, 413411 (for special
messages only).
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","12 October 2005","25 October 2005","NA","NA","NA","2005","10","FALSE"
"United Nations Agencies in Armenia
TITLE:  Arabic Language Translator/ Interpreter
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  United Nations Agencies in Armenia intend to sign long
term agreements (LTAs) with individuals and companies and hereby solicit
proposals for the following services. 
1. Written translation, simultaneous interpretation and consecutive
interpretation from Arabic to Armenian languages and vice versa.
2. Editing corresponding texts.
The scope of services will include, but may not be limited to the
translation from/to the above mentioned languages in the following
specialist areas:
- Democratic Governance
- Poverty Reduction
- Economic Development
- Crisis/Conflict Prevention and Recovery
- Energy and Environment 
- Refugee/Internally Displaced Persons
- Food Security
- Nutrition
- Education
- Child Protection
- Gender Issues
- Health Issues
- HIV/AIDS.
REQUIRED QUALIFICATIONS:  To be awarded the contract, potential
contractors should pass the following evaluation procedure.
To be considered, the potential contractors should:
- Have University degree in linguistics;
- Have at least five years of professional experience in translation
and/or editing field;
- Provide at least two positive references from the previous
contractors.
Candidates passing the criteria above will be given written tests and/or
verbal exercises.
Translators/Editors, passing all the stages of evaluation procedure will
be awarded the contract for one year, with possible extension for one
additional year.
APPLICATION PROCEDURES:  Interested candidates may provide their CVs,
containing information on the areas of specialization, copies of
diplomas and references, accompanied by the table of respective rates
for the services as described in the points 1 and 2 of the first
paragraph hereof to: 14 Petros Adamyan St., Yerevan, 375010, Armenia.
The above-mentioned documents must be delivered to the above office in
closed envelopes marked as ""UNLTA/Translators"" and left at the desk of
UN guards at the gates to the building.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  14 October 2005
APPLICATION DEADLINE:  28 October 2005, 17:00
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 14, 2005","Arabic Language Translator/ Interpreter","United Nations Agencies in Armenia","NA","NA","NA","NA","NA","NA","Yerevan, Armenia","United Nations Agencies in Armenia intend to sign long
term agreements (LTAs) with individuals and companies and hereby solicit
proposals for the following services. 
1. Written translation, simultaneous interpretation and consecutive
interpretation from Arabic to Armenian languages and vice versa.
2. Editing corresponding texts.
The scope of services will include, but may not be limited to the
translation from/to the above mentioned languages in the following
specialist areas:
- Democratic Governance
- Poverty Reduction
- Economic Development
- Crisis/Conflict Prevention and Recovery
- Energy and Environment 
- Refugee/Internally Displaced Persons
- Food Security
- Nutrition
- Education
- Child Protection
- Gender Issues
- Health Issues
- HIV/AIDS.","NA","To be awarded the contract, potential
contractors should pass the following evaluation procedure.
To be considered, the potential contractors should:
- Have University degree in linguistics;
- Have at least five years of professional experience in translation
and/or editing field;
- Provide at least two positive references from the previous
contractors.
Candidates passing the criteria above will be given written tests and/or
verbal exercises.
Translators/Editors, passing all the stages of evaluation procedure will
be awarded the contract for one year, with possible extension for one
additional year.","NA","Interested candidates may provide their CVs,
containing information on the areas of specialization, copies of
diplomas and references, accompanied by the table of respective rates
for the services as described in the points 1 and 2 of the first
paragraph hereof to: 14 Petros Adamyan St., Yerevan, 375010, Armenia.
The above-mentioned documents must be delivered to the above office in
closed envelopes marked as ""UNLTA/Translators"" and left at the desk of
UN guards at the gates to the building.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","14 October 2005","28 October 2005, 17:00","NA","NA","NA","2005","10","FALSE"
"United Nations Agencies in Armenia
TITLE:  Russian Language Translator/ Interpreter
LOCATION:  Yerevan, Armenia
JOB DESCRIPTION:  United Nations Agencies in Armenia intend to sign long
term agreements (LTAs) with individuals and companies and hereby solicit
proposals for the following services. 
1. Written translation, simultaneous interpretation and consecutive
interpretation between Russian-English-Armenian languages. 
2. Editing corresponding texts.
The scope of services will include, but may not be limited to the
translation from/to the above mentioned languages in the following
specialist areas:
- Democratic Governance
- Poverty Reduction
- Economic Development
- Crisis/Conflict Prevention and Recovery
- Energy and Environment 
- Refugee/Internally Displaced Persons
- Food Security
- Nutrition
- Education
- Child Protection
- Gender Issues
- Health Issues
- HIV/AIDS.
REQUIRED QUALIFICATIONS:  To be awarded the contract, potential
contractors should pass the following evaluation procedure.
To be considered, the potential contractors should:
- Have University degree in linguistics;
- Have at least five years of professional experience in translation
and/or editing field;
- Provide at least two positive references from the previous
contractors.
Candidates passing the criteria above will be given written tests and/or
verbal exercises.
Translators/Editors, passing all the stages of evaluation procedure will
be awarded the contract for one year, with possible extension for one
additional year.
APPLICATION PROCEDURES:  
Interested candidates may provide their CVs, containing information on
the areas of specialization, copies of diplomas and references,
accompanied by the table of respective rates for the services as
described in the points 1 and 2 of the first paragraph hereof to: 14
Petros Adamyan St., Yerevan, 375010, Armenia.
The above-mentioned documents must be delivered to the above office in
closed envelopes marked as ""UNLTA/Translators"" and left at the desk of
UN guards at the gates to the building.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.
OPENING DATE:  14 October 2005
APPLICATION DEADLINE:  28 October 2005, 17:00
----------------------------------
To place a free posting for job or other career-related opportunities
available in your organization, just go to the www.careercenter.am
website and follow the ""Post an Announcement"" link.","Oct 14, 2005","Russian Language Translator/ Interpreter","United Nations Agencies in Armenia","NA","NA","NA","NA","NA","NA","Yerevan, Armenia","United Nations Agencies in Armenia intend to sign long
term agreements (LTAs) with individuals and companies and hereby solicit
proposals for the following services. 
1. Written translation, simultaneous interpretation and consecutive
interpretation between Russian-English-Armenian languages. 
2. Editing corresponding texts.
The scope of services will include, but may not be limited to the
translation from/to the above mentioned languages in the following
specialist areas:
- Democratic Governance
- Poverty Reduction
- Economic Development
- Crisis/Conflict Prevention and Recovery
- Energy and Environment 
- Refugee/Internally Displaced Persons
- Food Security
- Nutrition
- Education
- Child Protection
- Gender Issues
- Health Issues
- HIV/AIDS.","NA","To be awarded the contract, potential
contractors should pass the following evaluation procedure.
To be considered, the potential contractors should:
- Have University degree in linguistics;
- Have at least five years of professional experience in translation
and/or editing field;
- Provide at least two positive references from the previous
contractors.
Candidates passing the criteria above will be given written tests and/or
verbal exercises.
Translators/Editors, passing all the stages of evaluation procedure will
be awarded the contract for one year, with possible extension for one
additional year.","NA","Interested candidates may provide their CVs, containing information on
the areas of specialization, copies of diplomas and references,
accompanied by the table of respective rates for the services as
described in the points 1 and 2 of the first paragraph hereof to: 14
Petros Adamyan St., Yerevan, 375010, Armenia.
The above-mentioned documents must be delivered to the above office in
closed envelopes marked as ""UNLTA/Translators"" and left at the desk of
UN guards at the gates to the building.
Please clearly mention in your application letter that you learned of
this job opportunity through Career Center and mention the URL of its
website - www.careercenter.am, Thanks.","14 October 2005","28 October 2005, 17:00","NA","NA","NA","2005","10","FALSE"
